#      REAL   NALLORB   NKPOINT
          T        16         1
#   IKPOINT
          1
# MATRIX
   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   3.919625652057425E-01   2.313945663300642E-01   1.056808468801799E-02  -1.931669206321927E-05   2.858909062532155E-01   5.121107154922794E-02   4.860518400402391E-02   5.121265804252072E-02   3.117999456444991E-01  -2.714930371385775E-01   5.265824144715141E-04  -1.661639176922623E-01
   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -3.742617210810876E-01  -1.056808468801799E-02   1.220802198251930E-01   1.087942505951641E-06  -1.610176669794016E-02   1.621711687936601E-02  -3.641657798290102E-02   1.632678876434500E-02   3.333772421006337E-01  -1.850551198861607E-01   7.171796296127170E-04  -2.263071718130482E-01
   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   7.310969166205195E-04   1.931669206321927E-05   1.087942505951641E-06   1.226754268144762E-01   2.943133766997113E-05  -3.141197329526278E-02   6.390927770666108E-05   3.135727025139999E-02  -6.466117692204400E-04   7.171796296127170E-04   1.847037971913549E-01   4.389408222086644E-04
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   1.936597310093834E-01  -2.858909062532155E-01  -1.610176669794016E-02   2.943133766997113E-05  -3.129142555577465E-01  -6.754052627043750E-02  -6.291779396424191E-02  -6.754194502415034E-02   2.040393713250474E-01  -2.263071718130482E-01   4.389408222086644E-04   4.619671423829534E-02
   3.919625652057425E-01  -3.742617210810876E-01   7.310969166205195E-04   1.936597310093834E-01   1.000000000000000E+00   3.887325125277403E-02  -2.540769304740037E-02   4.981640395884116E-05   5.354774517611455E-02   4.486557953912455E-03   2.413058704607829E-02   4.488531338878585E-03   3.834255005015223E-02  -5.754564701567223E-02   1.120134393561125E-04  -2.694275218992057E-03
   2.313945663300642E-01  -1.056808468801799E-02   1.931669206321927E-05  -2.858909062532155E-01   3.887325125277403E-02   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   4.243238608172937E-01   4.255842829195534E-01   4.243228727221962E-01   1.489374950476481E-02  -1.154546570362845E-02   2.232652988681242E-05  -2.287696990190567E-02
   1.056808468801799E-02   1.220802198251930E-01   1.087942505951641E-06  -1.610176669794016E-02  -2.540769304740037E-02   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   2.076079757021437E-01  -4.188925996399382E-01   2.088524189635249E-01   1.168936235782405E-02  -4.001722532580187E-03   1.885660730103754E-05  -1.932149957314658E-02
  -1.931669206321927E-05   1.087942505951641E-06   1.226754268144762E-01   2.943133766997113E-05   4.981640395884116E-05   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00   0.000000000000000E+00  -3.584542421166617E-01   7.334844394761317E-04   3.577344061869293E-01  -2.260479609390882E-05   1.885660730103754E-05   5.749344912881415E-03   3.736376242859722E-05
   2.858909062532155E-01  -1.610176669794016E-02   2.943133766997113E-05  -3.129142555577465E-01   5.354774517611455E-02   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   1.000000000000000E+00  -1.600872611190966E-01  -1.499962571720421E-01  -1.600769133969861E-01   2.316209650584881E-02  -1.932149957314658E-02   3.736376242859722E-05  -3.253555017394355E-02
   5.121107154922794E-02   1.621711687936601E-02  -3.141197329526278E-02  -6.754052627043750E-02   4.486557953912455E-03   4.243238608172937E-01   2.076079757021437E-01  -3.584542421166617E-01  -1.600872611190966E-01   1.000000000000000E+00   1.124419230397970E-01   1.152961798529278E-01   4.431161418048632E-03  -1.637927256177526E-03  -2.567339975691002E-03  -7.348055812232613E-03
   4.860518400402391E-02  -3.641657798290102E-02   6.390927770666108E-05  -6.291779396424191E-02   2.413058704607829E-02   4.255842829195534E-01  -4.188925996399382E-01   7.334844394761317E-04  -1.499962571720421E-01   1.124419230397970E-01   1.000000000000000E+00   1.124435868437058E-01   7.188414351481047E-04  -8.039324573501219E-04   1.482754659596527E-06  -9.545341398418520E-04
   5.121265804252072E-02   1.632678876434500E-02   3.135727025139999E-02  -6.754194502415034E-02   4.488531338878585E-03   4.243228727221962E-01   2.088524189635249E-01   3.577344061869293E-01  -1.600769133969861E-01   1.152961798529278E-01   1.124435868437058E-01   1.000000000000000E+00   4.429391434911045E-03  -1.628294766329826E-03   2.573182340487068E-03  -7.344854457243678E-03
